name,link,location,continent,country,region,locality,rating,elev_diff,min_alt,max_alt,total_km,easy_km,inter_km,diff_km,num_lifts,price,current_season,general_season,opening_times,approx_season_start,approx_season_end,original_currency,original_value,exchange_rate,usd_price
Hörnle – Bad Kohlgrub,https://www.skiresort.info/ski-resort/hoernle-bad-kohlgrub/,Europe > Germany > Bavaria (Bayern) > Upper Bavaria (Oberbayern) > Zugspitz Region > Ammergauer Alpen,Europe,Germany,Bavaria (Bayern) > Upper Bavaria (Oberbayern) > Zugspitz Region,Ammergauer Alpen,2.5,485 m,915 m,1400 m,9 km,6 km,3 km,0 km,2,"€ 39,-",2025-12-26 - 2026-03-15,mid December - late March,09:00 - 16:00,12-15,03-23,EUR,39.0,1.1553,45.0567
Klausenlift – Mehlmeisel,https://www.skiresort.info/ski-resort/klausenlift-mehlmeisel/,Europe > Germany > Bavaria (Bayern) > Fichtel Mountains (Fichtelgebirge),Europe,Germany,Bavaria (Bayern),Fichtel Mountains (Fichtelgebirge),2.5,150 m,665 m,815 m,0.8 km,0.1 km,0.7 km,0 km,5,"€ 25,-",2025-12-20 - 2026-03-08,depending on snow conditions - depending on snow conditions,09:00 - 22:00,,,EUR,25.0,1.1553,28.8825
Hirschberglifte – Kreuth,https://www.skiresort.info/ski-resort/hirschberglifte-kreuth/,Europe > Germany > Bavaria (Bayern) > Upper Bavaria (Oberbayern) > Tegernsee-Schliersee,Europe,Germany,Bavaria (Bayern) > Upper Bavaria (Oberbayern),Tegernsee-Schliersee,2.5,413 m,778 m,1191 m,2.4 km,0.8 km,0.8 km,0.8 km,6,"€ 24,-",2025-12-20 - 2026-03-08,mid December - mid March,09:00 - 16:00,12-15,03-15,EUR,24.0,1.1553,27.7272
Stinesser Lifte – Fischen i. Allgäu,https://www.skiresort.info/ski-resort/stinesser-lifte-fischen-i-allgaeu/,Europe > Germany > Bavaria (Bayern) > Swabia (Schwaben) > Oberallgäu > Hörnerdörfer,Europe,Germany,Bavaria (Bayern) > Swabia (Schwaben) > Oberallgäu,Hörnerdörfer,2.5,130 m,761 m,891 m,0.6 km,0.6 km,0 km,0 km,1,"€ 24,-",2025-12-25 - 2026-03-08,mid December - late March,08:30 - 16:00,12-15,03-23,EUR,24.0,1.1553,27.7272
De Uithof (indoor ski area),https://www.skiresort.info/ski-resort/de-uithof/,Europe > Netherlands > Western Netherlands | Europe > Netherlands > South Holland (Zuid-Holland),Europe,Netherlands, | ,,,,,,,,,,,,Year-round,Year-round,10:00 - 22:00 Limited opening times during the week,,,,0.0,0.0,0.0
Mt. Zion Hill,https://www.skiresort.info/ski-resort/mt-zion-hill/,North America > USA > Michigan,North America,USA,,,2.5,91 m,435 m,526 m,4 km,2 km,1.5 km,0.5 km,3,"US$ 45,- / approx. € 38,-",,mid December - late March,09:00 - 16:00 Limited opening times during the week,12-15,03-23,USD,45.0,1.0,45.0
Rachowiec – Zwardoń,https://www.skiresort.info/ski-resort/rachowiec-zwardon/,Europe > Poland > Silesia (Województwo śląskie),Europe,Poland,,,2.5,265 m,688 m,953 m,5.1 km,3 km,2.1 km,0 km,3,"PLN 100,- / approx. € 23,-",,mid December - late March,09:00 - 16:00,12-15,03-23,,100.0,0.0,0.0
Anilio,https://www.skiresort.info/ski-resort/anilio/,Europe > Greece > Epirus,Europe,Greece,,,2.5,156 m,1650 m,1806 m,4.9 km,3.4 km,1.2 km,0.3 km,4,"€ 13,-",,mid December - late March,09:00 - 16:00,12-15,03-23,EUR,13.0,1.1553,15.0189
Les Breuleux,https://www.skiresort.info/ski-resort/les-breuleux/,Europe > Switzerland > Espace Mittelland > Bern > Bernese Jura (Jura Bernois),Europe,Switzerland,Espace Mittelland > Bern,Bernese Jura (Jura Bernois),2.5,176 m,1070 m,1246 m,10 km,5 km,4 km,1 km,2,"SFr. 24,- / approx. € 26,-",,,,,,CHF,24.0,1.2428,29.827199999999998
Šachtičky,https://www.skiresort.info/ski-resort/sachticky/,Europe > Slovakia > Banská Bystrica (Banskobystrický kraj),Europe,Slovakia,,,2.5,300 m,802 m,1102 m,10.2 km,3.8 km,4.8 km,1.6 km,5,"€ 32,-",2025-12-20 - 2026-03-08,mid December - mid March,09:00 - 16:00,12-15,03-15,EUR,32.0,1.1553,36.9696
Antuco,https://www.skiresort.info/ski-resort/antuco-ski-center/,South America > Chile > Bío Bío,South America,Chile,,,2.5,450 m,1400 m,1850 m,9 km,3 km,4 km,2 km,3,"CLP 35000,- / approx. € 31,-",,mid June - mid October,09:00 - 17:30 Limited opening times during the week,06-15,10-15,,35000.0,0.0,0.0
Bumbach (Schangnau),https://www.skiresort.info/ski-resort/bumbach-schangnau/,Europe > Switzerland > Espace Mittelland > Bern > Emmental,Europe,Switzerland,Espace Mittelland > Bern,Emmental,2.5,445 m,920 m,1365 m,10 km,6 km,3 km,1 km,4,"SFr. 35,- / approx. € 37,-",,mid December - mid March,09:00 - 16:30 Limited opening times during the week,12-15,03-15,CHF,35.0,1.2428,43.498
Sundown Mountain Resort,https://www.skiresort.info/ski-resort/sundown-mountain-resort/,North America > USA > Iowa,North America,USA,,,2.5,132 m,218 m,350 m,3.2 km,1.3 km,1.6 km,0.3 km,6,"US$ 87,- / approx. € 74,-",,mid March - mid March,09:00 - 20:00 Limited opening times during the week,03-15,03-15,USD,87.0,1.0,87.0
Trollhaugen,https://www.skiresort.info/ski-resort/trollhaugen/,North America > USA > Wisconsin,North America,USA,,,2.5,72 m,290 m,362 m,4.9 km,2.5 km,1.5 km,0.9 km,8,"US$ 67,- / approx. € 57,-",,mid December - late March,10:00 - 21:00 Limited opening times during the week,12-15,03-23,USD,67.0,1.0,67.0
Sawmill Mountain Resort,https://www.skiresort.info/ski-resort/sawmill-mountain-resort/,North America > USA > Pennsylvania,North America,USA,,,2.5,110 m,510 m,620 m,4.4 km,0.9 km,2.5 km,1 km,4,"US$ 59,- / approx. € 50,-",,mid December - mid March,,12-15,03-15,USD,59.0,1.0,59.0
Bruncu Spina  (temporarily closed),https://www.skiresort.info/ski-resort/bruncu-spina/,Europe > Italy > Sardinia (Sardegna),Europe,Italy,,,2.5,260 m,1564 m,1824 m,3.3 km,0.4 km,1.9 km,1 km,2,"€ 15,-",,depending on snow conditions - depending on snow conditions,,,,EUR,15.0,1.1553,17.3295
Neusell – Rothenthurm-Biberegg,https://www.skiresort.info/ski-resort/neusell-rothenthurm-biberegg/,Europe > Switzerland > Central Switzerland > Schwyz,Europe,Switzerland,Central Switzerland,Schwyz,2.5,375 m,954 m,1329 m,10 km,3.5 km,5 km,1.5 km,3,"SFr. 29,- / approx. € 31,-",,mid December - mid March,09:00 - 16:30,12-15,03-15,CHF,29.0,1.2428,36.041199999999996
Nalovardo,https://www.skiresort.info/ski-resort/nalovardo/,Europe > Sweden > Northern Sweden (Norrland) > Västerbotten,Europe,Sweden,Northern Sweden (Norrland),Västerbotten,2.5,314 m,430 m,744 m,10 km,3 km,6 km,1 km,3,"Skr 390,- / approx. € 35,-",,,10:00 - 16:00 Limited opening times during the week,,,SEK,390.0,0.10467,40.8213
Mystic Mountain – Farmington,https://www.skiresort.info/ski-resort/mystic-mountain-farmington/,North America > USA > Pennsylvania,North America,USA,,,2.5,92 m,527 m,619 m,3.9 km,2.3 km,1 km,0.6 km,2,"US$ 50,- / approx. € 43,-",,mid December - mid March,09:00 - 20:00,12-15,03-15,USD,50.0,1.0,50.0
Steeplechase,https://www.skiresort.info/ski-resort/steeplechase-ski-area/,North America > USA > Minnesota,North America,USA,,,2.5,65 m,275 m,340 m,3 km,1.4 km,0.9 km,0.7 km,5,"US$ 45,- / approx. € 38,-",,mid December - late March,10:00 - 17:00 Limited opening times during the week,12-15,03-23,USD,45.0,1.0,45.0
Le Chazelet,https://www.skiresort.info/ski-resort/le-chazelet/,Europe > France > Provence-Alpes-Côte d’Azur > Hautes-Alpes > Briançon,Europe,France,Provence-Alpes-Côte d’Azur > Hautes-Alpes,Briançon,2.5,430 m,1740 m,2170 m,6 km,3 km,3 km,0 km,7,"€ 21,-",,,,,,EUR,21.0,1.1553,24.2613
Svanstein  (temporarily closed),https://www.skiresort.info/ski-resort/svanstein/,Europe > Sweden > Northern Sweden (Norrland) > Norrbotten > Swedish Lapland,Europe,Sweden,Northern Sweden (Norrland) > Norrbotten,Swedish Lapland,2.5,226 m,95 m,321 m,9 km,5 km,1 km,3 km,4,"Skr 320,- / approx. € 29,-",,mid November - late April,10:00 - 16:00,11-15,04-23,SEK,320.0,0.10467,33.4944
Sellata,https://www.skiresort.info/ski-resort/sellata/,Europe > Italy > Basilicata > Potenza,Europe,Italy,Basilicata,Potenza,2.5,349 m,1375 m,1724 m,4 km,0.6 km,2.1 km,1.3 km,3,"€ 30,-",,,,,,EUR,30.0,1.1553,34.659
Blidinje – Risovac,https://www.skiresort.info/ski-resort/blidinje-risovac/,Europe > Bosnia and Herzegovina > Federation of Bosnia and Herzegovina > Herzegovina-Neretva,Europe,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,Herzegovina-Neretva,,,,,,,,,,,,mid December - late March,09:00 - 16:00,12-15,03-23,,0.0,0.0,0.0
Brookvale Ski Park,https://www.skiresort.info/ski-resort/brookvale-ski-park/,North America > Canada > Prince Edward Island,North America,Canada,,,,,,,,,,,,,,mid December - mid March,,12-15,03-15,,0.0,0.0,0.0
Gladenkaya – Sajanagorsk,https://www.skiresort.info/ski-resort/gladenkaya-sajanagorsk/,Russia > Siberia,Russia,Siberia,,,,,,,,,,,,,,,09:00 - 18:00,,,,0.0,0.0,0.0
Snow Creek,https://www.skiresort.info/ski-resort/snow-creek/,North America > USA > Missouri,North America,USA,,,2.5,85 m,250 m,335 m,3.2 km,1.3 km,1.8 km,0.1 km,4,"US$ 88,- / approx. € 75,-",,mid December - mid March,09:00 - 16:00,12-15,03-15,USD,88.0,1.0,88.0
Prat Peyrot – Mont Aigoual,https://www.skiresort.info/ski-resort/prat-peyrot-mont-aigoual/,Europe > France > Occitania > Lozère,Europe,France,Occitania,Lozère,2.5,211 m,1260 m,1471 m,9 km,6.5 km,2.5 km,0 km,11,"€ 26,-",,,,,,EUR,26.0,1.1553,30.0378
Takanbo,https://www.skiresort.info/ski-resort/takanbo/,Asia > Japan > Honshu > Chūbu > Toyama,Asia,Japan,Honshu > Chūbu,Toyama,2.5,300 m,420 m,720 m,3 km,1.5 km,1.5 km,0 km,3,"¥ 3500,- / approx. € 20,-",,,08:00 - 16:30,,,JPY,3500.0,0.00657,22.995
Mount Baw Baw,https://www.skiresort.info/ski-resort/mount-baw-baw/,Australia and Oceania > Australia > Victoria,Australia and Oceania,Australia,,,2.5,110 m,1450 m,1560 m,10 km,7 km,3 km,0 km,7,"AU$ 89,- / approx. € 50,-",,mid June - late September,09:00 - 16:00,06-15,09-23,,89.0,0.0,0.0
Mount Joy,https://www.skiresort.info/ski-resort/mount-joy/,North America > Canada > Alberta > Central Alberta,North America,Canada,Alberta,Central Alberta,2.5,92 m,665 m,757 m,3 km,1 km,1.3 km,0.7 km,2,"C$ 30,- / approx. € 18,-",,late December - late March,10:00 - 16:00 Limited opening times during the week,12-23,03-23,CFA,30.0,0.0,0.0
Suior,https://www.skiresort.info/ski-resort/suior/,Europe > Romania > Maramureș,Europe,Romania,,,2.5,298 m,673 m,971 m,3.7 km,0.1 km,3.6 km,0 km,1,"RON 160,- / approx. € 31,-",,,,,,,160.0,0.0,0.0
Matthias-Schmidt-Berg – St. Andreasberg,https://www.skiresort.info/ski-resort/matthias-schmidt-berg-st-andreasberg/,Europe > Germany > Central Uplands of Germany (Deutsche Mittelgebirge) > Harz,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),Harz,2.5,125 m,535 m,660 m,3.6 km,1.2 km,0.6 km,1.8 km,3,"€ 30,-",2025-12-20 - 2026-03-08,mid December - mid March,09:00 - 16:15,12-15,03-15,EUR,30.0,1.1553,34.659
Skeetawk – Hatcher Pass,https://www.skiresort.info/ski-resort/skeetawk-hatcher-pass/,North America > USA > Alaska,North America,USA,,,2.5,366 m,442 m,808 m,2.5 km,1 km,0.8 km,0.7 km,1,"US$ 44,- / approx. € 37,-",,early December - mid April,10:30 - 16:00 Limited opening times during the week,12-07,04-15,USD,44.0,1.0,44.0
Shirao  (temporarily closed),https://www.skiresort.info/ski-resort/shirao/,Asia > Japan > Honshu > Chūbu > Gifu,Asia,Japan,Honshu > Chūbu,Gifu,,488 m,742 m,1230 m,13 km,4 km,5 km,4 km,6,"¥ 4500,- / approx. € 26,-",,,,,,JPY,4500.0,0.00657,29.565
McIntyre,https://www.skiresort.info/ski-resort/mcintyre/,North America > USA > New Hampshire,North America,USA,,,2.5,48 m,107 m,155 m,3 km,2.5 km,0.5 km,0 km,2,"US$ 57,- / approx. € 48,-",,mid December - mid March,,12-15,03-15,USD,57.0,1.0,57.0
Schnepfenried,https://www.skiresort.info/ski-resort/schnepfenried/,Europe > France > Grand-Est > Haut-Rhin > Valley of Munster (Vallée de Munster),Europe,France,Grand-Est > Haut-Rhin,Valley of Munster (Vallée de Munster),2.5,238 m,1020 m,1258 m,7 km,2.5 km,2.5 km,2 km,7,"€ 25,-",,,09:00 - 17:00,,,EUR,25.0,1.1553,28.8825
Agriolefkes – Pelion,https://www.skiresort.info/ski-resort/agriolefkes-pelion/,Europe > Greece > Thessaly,Europe,Greece,,,2.5,301 m,1170 m,1471 m,3 km,0.3 km,2.5 km,0.2 km,5,"€ 15,-",,late December - mid March,09:00 - 16:00,12-23,03-15,EUR,15.0,1.1553,17.3295
Dagmar Ski Resort,https://www.skiresort.info/ski-resort/dagmar-ski-resort/,North America > Canada > Ontario > Southern Ontario > Central Ontario | North America > Canada > Ontario > Southern Ontario > Golden Horseshoe,North America,Canada,Ontario > Southern Ontario | Ontario > Southern Ontario,Central Ontario | Golden Horseshoe,2.5,79 m,120 m,199 m,3 km,1.7 km,1 km,0.3 km,6,"C$ 76.11 / approx. € 46,-",,mid December - mid March,09:00 - 16:00,12-15,03-15,CFA,76.11,0.0,0.0
Arnsberg,https://www.skiresort.info/ski-resort/arnsberg/,Europe > Germany > Bavaria (Bayern) > Franken (Franconia) > Lower Franconia (Unterfranken) > Rhön-Grabfeld,Europe,Germany,Bavaria (Bayern) > Franken (Franconia) > Lower Franconia (Unterfranken),Rhön-Grabfeld,2.5,253 m,590 m,843 m,9.5 km,5.5 km,4 km,0 km,4,"€ 21,-",2025-12-20 - 2026-03-08,late December - early March,09:00 - 16:00,12-23,03-07,EUR,21.0,1.1553,24.2613
Habkern – Sattelegg,https://www.skiresort.info/ski-resort/habkern-sattelegg/,Europe > Switzerland > Espace Mittelland > Bern > Bernese Oberland > Interlaken,Europe,Switzerland,Espace Mittelland > Bern > Bernese Oberland,Interlaken,2.5,353 m,1128 m,1481 m,8 km,2 km,4 km,2 km,2,"SFr. 37,- / approx. € 40,-",,depending on snow conditions - depending on snow conditions,09:30 - 16:30,,,CHF,37.0,1.2428,45.983599999999996
UP Kannabe,https://www.skiresort.info/ski-resort/up-kannabe/,Asia > Japan > Honshu > Kansai > Hyōgo,Asia,Japan,Honshu > Kansai,Hyōgo,2.5,182 m,285 m,467 m,2.5 km,2.1 km,0.4 km,0 km,7,"¥ 5800,- / approx. € 34,-",,late December - mid March,08:30 - 16:40,12-23,03-15,JPY,5800.0,0.00657,38.106
Bald Mountain,https://www.skiresort.info/ski-resort/bald-mountain/,North America > USA > Idaho,North America,USA,,,2.5,244 m,1219 m,1463 m,9 km,3 km,4 km,2 km,2,"US$ 25,- / approx. € 21,-",,mid December - late March,09:30 - 15:30 Limited opening times during the week,12-15,03-23,USD,25.0,1.0,25.0
Cascada Cailor – Borșa,https://www.skiresort.info/ski-resort/cascada-cailor-borsa/,Europe > Romania > Maramureș,Europe,Romania,,,2.5,665 m,880 m,1545 m,3.1 km,0 km,3.1 km,0 km,2,"RON 100,- / approx. € 20,-",,,09:00 - 17:00,,,,100.0,0.0,0.0
Mont Biencourt,https://www.skiresort.info/ski-resort/mont-biencourt/,North America > Canada > Quebec > Bas-Saint-Laurent,North America,Canada,Quebec,Bas-Saint-Laurent,2.5,185 m,260 m,445 m,8 km,2 km,3 km,3 km,2,"C$ 38.70 / approx. € 24,-",,mid December - late March,09:00 - 16:00 Limited opening times during the week,12-15,03-23,CFA,38.7,0.0,0.0
Alpe Cialma – Locana,https://www.skiresort.info/ski-resort/alpe-cialma-locana/,Europe > Italy > Piedmont (Piemonte) > Turin (Torino) > Orco Valley (Valle dell'Orco),Europe,Italy,Piedmont (Piemonte) > Turin (Torino),Orco Valley (Valle dell'Orco),2.5,400 m,1350 m,1750 m,4 km,1 km,3 km,0 km,3,"€ 20,-",,,,,,EUR,20.0,1.1553,23.106
Kaberlaba,https://www.skiresort.info/ski-resort/kaberlaba/,Europe > Italy > Venetia (Veneto) > Vicenza > Asiago,Europe,Italy,Venetia (Veneto) > Vicenza,Asiago,2.5,150 m,992 m,1142 m,5.6 km,3.6 km,2 km,0 km,6,"€ 34,-",,mid December - late March,09:00 - 17:00,12-15,03-23,EUR,34.0,1.1553,39.2802
Makinoiri Kogen (Mt. Kosha),https://www.skiresort.info/ski-resort/makinoiri-kogen-mt-kosha/,Asia > Japan > Honshu > Chūbu > Nagano,Asia,Japan,Honshu > Chūbu,Nagano,2.5,244 m,621 m,865 m,3.8 km,1.3 km,2.5 km,0 km,3,"¥ 3500,- / approx. € 20,-",,mid December - mid March,08:30 - 16:45,12-15,03-15,JPY,3500.0,0.00657,22.995
Adelharz- and Breitensteinlifts – Kranzegg (Rettenberg),https://www.skiresort.info/ski-resort/adelharz-and-breitensteinlifts-kranzegg-rettenberg/,Europe > Germany > Bavaria (Bayern) > Swabia (Schwaben) > Oberallgäu > Alpsee Grünten,Europe,Germany,Bavaria (Bayern) > Swabia (Schwaben) > Oberallgäu,Alpsee Grünten,2.5,341 m,979 m,1320 m,9.5 km,5.5 km,4 km,0 km,4,"€ 22,-",2025-12-20 - 2026-03-01,depending on snow conditions - depending on snow conditions,09:00 - 16:30,,,EUR,22.0,1.1553,25.4166
Kujyumachi,https://www.skiresort.info/ski-resort/kujyumachi/,Asia > Japan > Kyushu > Ōita,Asia,Japan,Kyushu,Ōita,2.5,157 m,1159 m,1316 m,2.6 km,1.1 km,0.8 km,0.7 km,3,"¥ 6500,- / approx. € 38,-",,,09:00 - 17:00,,,JPY,6500.0,0.00657,42.705000000000005
Ibuki no Sato,https://www.skiresort.info/ski-resort/ibuki-no-sato/,Asia > Japan > Honshu > Chūgoku > Okayama,Asia,Japan,Honshu > Chūgoku,Okayama,2.5,200 m,650 m,850 m,2.3 km,1 km,0.7 km,0.6 km,3,"¥ 4500,- / approx. € 26,-",,mid December - mid March,08:00 - 16:30,12-15,03-15,JPY,4500.0,0.00657,29.565
Katzenkopf – Leutasch,https://www.skiresort.info/ski-resort/katzenkopf-leutasch/,Europe > Austria > Tyrol (Tirol) > Innsbruck > Innsbruck-Land > Region Seefeld – Tirols Hochplateau,Europe,Austria,Tyrol (Tirol) > Innsbruck > Innsbruck-Land,Region Seefeld – Tirols Hochplateau,2.5,223 m,1140 m,1363 m,3.2 km,1.8 km,0.9 km,0.5 km,2,"€ 41,-",2025-12-20 - 2026-03-08,mid December - mid March,09:00 - 16:00,12-15,03-15,EUR,41.0,1.1553,47.3673
Czorsztyn – Kluszkowce,https://www.skiresort.info/ski-resort/czorsztyn-kluszkowce/,Europe > Poland > Lesser Poland (Województwo małopolskie),Europe,Poland,,,2.5,151 m,615 m,766 m,4.6 km,2.8 km,1.8 km,0 km,6,"PLN 185,- / approx. € 43,-",2025-12-20 - 2026-03-22,mid December - late March,09:00 - 19:00,12-15,03-23,,185.0,0.0,0.0
Great Bear Ski Valley,https://www.skiresort.info/ski-resort/great-bear-ski-valley/,North America > USA > South Dakota,North America,USA,,,2.5,60 m,410 m,470 m,3.8 km,2.6 km,1.2 km,0 km,1,"US$ 35,- / approx. € 30,-",,mid December - late March,09:00 - 21:00 Limited opening times during the week,12-15,03-23,USD,35.0,1.0,35.0
Lost Valley,https://www.skiresort.info/ski-resort/lost-valley/,North America > USA > Maine,North America,USA,,,2.5,88 m,78 m,166 m,2 km,1 km,0.5 km,0.5 km,3,"US$ 66,- / approx. € 56,-",,mid December - late March,09:00 - 16:00 Limited opening times during the week,12-15,03-23,USD,66.0,1.0,66.0
Storklinten,https://www.skiresort.info/ski-resort/storklinten/,Europe > Sweden > Northern Sweden (Norrland) > Norrbotten > Swedish Lapland,Europe,Sweden,Northern Sweden (Norrland) > Norrbotten,Swedish Lapland,2.5,180 m,60 m,240 m,7 km,3 km,2 km,2 km,4,"Skr 310,- / approx. € 28,-",,early December - late April,10:00 - 16:00 Limited opening times during the week,12-07,04-23,SEK,310.0,0.10467,32.4477
Homole – Jaworki,https://www.skiresort.info/ski-resort/homole-jaworki/,Europe > Poland > Lesser Poland (Województwo małopolskie),Europe,Poland,,,2.5,116 m,595 m,711 m,3 km,1.6 km,0.5 km,0.9 km,2,"PLN 120,- / approx. € 28,-",,,09:00 - 19:00,,,,120.0,0.0,0.0
Jinlongshan – Zhalantun,https://www.skiresort.info/ski-resort/jinlongshan-zhalantun/,Asia > China > Inner Mongolia,Asia,China,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Lin Shan,https://www.skiresort.info/ski-resort/lin-shan/,Asia > China,Asia,China,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Wanlongbayi,https://www.skiresort.info/ski-resort/wanlongbayi/,Asia > China > Beijing,Asia,China,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Jermuk,https://www.skiresort.info/ski-resort/jermuk/,Asia > Armenia > Vayots Dzor,Asia,Armenia,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Ak-Tash – Oruu-Sai,https://www.skiresort.info/ski-resort/ak-tash-oruu-sai/,Asia > Kyrgyzstan > Chuy,Asia,Kyrgyzstan,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Nakayamatoge Kogen,https://www.skiresort.info/ski-resort/nakayamatoge-kogen/,Asia > Japan > Hokkaido,Asia,Japan,,,,,,,,,,,,,,mid November - mid May,,11-15,05-15,,0.0,0.0,0.0
Raulandsfjell Alpinsenter  (temporarily closed),https://www.skiresort.info/ski-resort/raulandsfjell-alpinsenter/,Europe > Norway > Telemark,Europe,Norway,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Paljakka  (temporarily closed),https://www.skiresort.info/ski-resort/paljakka/,Europe > Finland > East Finland (Pohjois- ja Itä-Suomi) > Kainuu,Europe,Finland,East Finland (Pohjois- ja Itä-Suomi),Kainuu,,,,,,,,,,,,late November - late April,10:00 - 16:00,11-23,04-23,,0.0,0.0,0.0
Makovytsia – Mizhgirya,https://www.skiresort.info/ski-resort/makovytsia-mizhgirya/,Europe > Ukraine > Zakarpattia,Europe,Ukraine,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Wanda Harbin Mall (indoor ski area),https://www.skiresort.info/ski-resort/wanda-harbin-mall/,Asia > China > Heilongjiang,Asia,China,,,,,,,,,,,,,,Year-round,,,,,0.0,0.0,0.0
Jiudingshan Taiziling,https://www.skiresort.info/ski-resort/jiudingshan-taiziling/,Asia > China > Sichuan,Asia,China,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
Victor Constant – West Point,https://www.skiresort.info/ski-resort/victor-constant-west-point/,North America > USA > New York > Hudson Valley,North America,USA,New York,Hudson Valley,2.5,155 m,140 m,295 m,3.5 km,0.3 km,2.5 km,0.7 km,2,"US$ 38,- / approx. € 32,-",,mid December - mid March,09:00 - 17:00 Limited opening times during the week,12-15,03-15,USD,38.0,1.0,38.0
Huff Hills  (temporarily closed),https://www.skiresort.info/ski-resort/huff-hills/,North America > USA > North Dakota,North America,USA,,,2.5,110 m,570 m,680 m,3 km,1.8 km,0.8 km,0.4 km,4,"US$ 39,- / approx. € 33,-",,late November - mid March,10:00 - 17:00 Limited opening times during the week,11-23,03-15,USD,39.0,1.0,39.0
Elko Snobowl,https://www.skiresort.info/ski-resort/elko-snobowl/,North America > USA > Nevada,North America,USA,,,2.5,198 m,1932 m,2130 m,3 km,1.5 km,1.5 km,0 km,2,"US$ 20,- / approx. € 17,-",,late December - early March,,12-23,03-07,USD,20.0,1.0,20.0
